This is an RPBCAC agent
This is an RPBCAC agent
This is an RPBCAC agent
This is an RPBCAC agent
This is a faulty agent
{'n_agents': 5, 'agent_label': ['Cooperative', 'Cooperative', 'Cooperative', 'Cooperative', 'Faulty'], 'n_actions': 5, 'n_states': 2, 'n_episodes': 10000, 'max_ep_len': 20, 'slow_lr': 0.002, 'fast_lr': 0.01, 'gamma': 0.9, 'H': 1, 'eps': 0.05, 'n_ep_fixed': 100, 'n_epochs': 20, 'in_nodes': [[0, 1, 2, 3], [1, 2, 3, 4], [2, 3, 4, 0], [3, 4, 0, 1], [4, 0, 1, 2]], 'randomize_state': True, 'scaling': True, 'resilient_method': 'projection-based', 'summary_dir': './simulation_results/', 'random_seed': 50, 'desired_state': array([[0, 0],
       [3, 5],
       [1, 4],
       [5, 5],
       [5, 2]]), 'initial_state': array([[2, 4],
       [3, 4],
       [3, 2],
       [2, 4],
       [3, 1]])}
| Episode: 0 | Est. returns: 0.5298295021057129 | Returns: [-4.23814184 -5.4446842  -5.25420155 -5.43655112 -2.89117187] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1196 | Est. returns: -1.4807208478450775 | Returns: [-4.56297414 -3.43031184 -3.01981651 -5.60877364 -1.41648361] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1197 | Est. returns: -2.7414910197257996 | Returns: [-5.79667103 -2.38287444 -4.33717409 -3.98358562 -2.92775752] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1198 | Est. returns: -1.7696387469768524 | Returns: [-6.13545581 -3.26404716 -2.68024788 -5.91934427 -4.39398995] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1199 | Est. returns: -1.9252490401268005 | Returns: [-1.36754102 -4.30563875 -3.23650519 -1.85692814 -3.01716143] | Average critic loss: [0.18645309 0.1343427  0.11363088 0.24556512 0.        ] | Average TR loss: [0.06480827 0.08627073 0.07567259 0.11662292 0.        ] | Average actor loss: [-0.28662458 -0.26914081 -0.21061279 -0.22606799 -0.60603905] | Target reached: False 
| Episode: 1200 | Est. returns: -0.8774307668209076 | Returns: [-6.33414602 -2.41841465 -2.67439912 -7.6497401  -5.15247276] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1201 | Est. returns: -1.6014299094676971 | Returns: [-6.99681564 -2.06505942 -2.44952188 -6.55123066 -2.49917776] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1202 | Est. returns: -2.3481869101524353 | Returns: [-3.28212813 -4.43014963 -4.49145491 -5.34912961 -4.3872625 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1203 | Est. returns: -2.3007365465164185 | Returns: [-1.6397638  -2.13455784 -2.26218155 -4.37152761 -3.50789632] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1204 | Est. returns: -2.527777910232544 | Returns: [-0.73839986 -3.14352879 -1.97934677 -2.41433562 -2.38975838] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1205 | Est. returns: -2.050080418586731 | Returns: [-4.14584409 -1.97821651 -2.41853559 -4.44504516 -2.59245278] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1206 | Est. returns: -1.8736737072467804 | Returns: [-2.29181844 -4.84824441 -1.49314078 -5.09249813 -4.8118716 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1207 | Est. returns: -1.3413258492946625 | Returns: [-3.03500469 -5.02751035 -3.24130049 -2.28769159 -4.22762869] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1208 | Est. returns: -2.9536906480789185 | Returns: [-7.11904223 -6.1548741  -4.7047884  -7.35465037 -1.00743122] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1209 | Est. returns: -0.9302895069122314 | Returns: [-2.05803423 -2.48721899 -3.68999069 -7.96165518 -1.52378745] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1210 | Est. returns: -0.8877106159925461 | Returns: [-3.05812728 -3.10194375 -1.99250543 -4.28588641 -1.16400413] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1211 | Est. returns: -2.9121082425117493 | Returns: [-5.6379591  -5.0391375  -3.92595314 -5.23522895 -2.50179919] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1212 | Est. returns: -2.408938705921173 | Returns: [-4.22974119 -1.90021802 -2.42764541 -4.52386006 -1.74064817] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1213 | Est. returns: -3.360903561115265 | Returns: [-6.7934407  -4.50872264 -3.9618166  -4.64915892 -4.37981199] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1214 | Est. returns: -0.9790250808000565 | Returns: [-4.89208433 -3.81744841 -1.25571072 -2.53453154 -4.63493736] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1215 | Est. returns: -2.4318032264709473 | Returns: [-6.00419879 -3.84584346 -3.66642274 -5.21614907 -3.46717511] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1216 | Est. returns: -1.7643711566925049 | Returns: [-4.42637104 -2.24714972 -3.06197547 -6.08615895 -2.51572701] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1217 | Est. returns: -1.5632757544517517 | Returns: [-5.08745526 -2.54356444 -2.67025492 -4.22926519 -3.42473505] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1218 | Est. returns: -1.4721154868602753 | Returns: [-3.67883358 -4.24881858 -2.36881346 -4.48987135 -1.23761235] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1219 | Est. returns: -1.243250846862793 | Returns: [-3.42636166 -2.69552838 -2.65539921 -5.25530191 -2.47202777] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1220 | Est. returns: -2.248665511608124 | Returns: [-4.66732563 -3.49155272 -3.98171355 -3.42862652 -6.50788247] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1221 | Est. returns: -1.8585875630378723 | Returns: [-3.04151832 -4.4650534  -1.01152738 -1.82571631 -1.1088719 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1222 | Est. returns: -1.7167267799377441 | Returns: [-3.56544402 -2.63858671 -1.89772178 -4.00136436 -2.05907248] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1223 | Est. returns: -1.5643047392368317 | Returns: [-7.6714643  -1.21782394 -3.11129275 -3.3614401  -2.26094236] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1224 | Est. returns: -2.7099034786224365 | Returns: [-5.51928288 -3.02246171 -4.19997726 -8.54463678 -2.77407254] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1225 | Est. returns: -3.2808921933174133 | Returns: [-5.91263546 -3.4255105  -3.91781422 -7.491335   -5.15771291] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1226 | Est. returns: -2.6614169478416443 | Returns: [-6.55143943 -4.34326097 -2.03332978 -5.10698607 -5.54408141] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1227 | Est. returns: -2.262428045272827 | Returns: [-3.98637073 -2.8544061  -4.97830919 -2.81276887 -1.72410801] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1228 | Est. returns: -1.7493130266666412 | Returns: [-4.30984517 -4.82423669 -5.03074935 -6.83591614 -2.18508866] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1229 | Est. returns: -0.5799786448478699 | Returns: [-4.41511501 -4.00921091 -3.6550312  -4.83973382 -4.39773132] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1230 | Est. returns: -1.9290450811386108 | Returns: [-1.65631884 -4.83987368 -5.66219107 -5.26275568 -2.88298206] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1231 | Est. returns: -1.6468349695205688 | Returns: [-1.56090219 -1.13959136 -2.10655196 -6.28024559 -2.40755301] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1232 | Est. returns: -1.0536458194255829 | Returns: [-5.80660356 -5.05491523 -2.58667915 -3.66024583 -5.57644379] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1233 | Est. returns: -1.487711876630783 | Returns: [-3.36591163 -5.21980796 -3.58854981 -7.08332725 -3.01016213] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1234 | Est. returns: -2.27481210231781 | Returns: [-2.59771478 -4.35799915 -3.56631052 -6.58695627 -0.819515  ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1235 | Est. returns: -1.792117029428482 | Returns: [-0.97424489 -1.05034275 -2.32992281 -3.96455227 -1.23315727] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1236 | Est. returns: -2.792372763156891 | Returns: [-5.40551412 -6.14143464 -2.34717153 -4.08678959 -3.11573361] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1237 | Est. returns: -2.2432416677474976 | Returns: [-3.38289411 -5.10911354 -5.01081674 -7.20429309 -2.62986404] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1238 | Est. returns: -1.510115921497345 | Returns: [-1.47270815 -2.13033954 -2.11288175 -2.87371434 -1.46710649] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1239 | Est. returns: -2.1180205941200256 | Returns: [-3.54793615 -2.28877883 -5.79136275 -3.2761224  -2.72527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1240 | Est. returns: -2.346337139606476 | Returns: [-3.66865542 -4.33482944 -3.48027576 -5.06585092 -1.87188852] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1241 | Est. returns: -2.747716188430786 | Returns: [-0.58641866 -3.70748075 -3.97410771 -2.49757038 -0.80462654] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1242 | Est. returns: -2.7085548639297485 | Returns: [-1.52126466 -4.98722047 -4.32981985 -4.98320093 -0.66510448] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1243 | Est. returns: -1.0230864584445953 | Returns: [-7.65545352 -2.08957477 -2.90251469 -6.01369403 -2.45396143] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1244 | Est. returns: -2.0602837800979614 | Returns: [-5.26354551 -2.61843934 -1.78064731 -5.88691654 -1.90089427] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1245 | Est. returns: -1.2729216814041138 | Returns: [-5.04277575 -5.23095641 -3.8470215  -3.59982547 -3.94036108] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1246 | Est. returns: -1.6428698599338531 | Returns: [-2.12335661 -1.65214036 -2.00233642 -4.31980608 -3.99563479] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1247 | Est. returns: -2.6923868656158447 | Returns: [-5.63389187 -2.22806298 -2.53462707 -8.05080974 -5.33762913] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1248 | Est. returns: -2.309107542037964 | Returns: [-4.01752695 -5.01296462 -3.55839283 -4.34048599 -3.84935976] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1249 | Est. returns: -2.181296706199646 | Returns: [-4.67813962 -4.39577643 -3.8082009  -5.00994424 -1.21981227] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1250 | Est. returns: -2.2879846692085266 | Returns: [-0.51140699 -2.98852174 -0.95568272 -5.68391628 -4.01771856] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1251 | Est. returns: -3.1464341282844543 | Returns: [-2.8105902  -2.46640197 -2.21398763 -4.95683925 -2.60192791] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1252 | Est. returns: -3.437820315361023 | Returns: [-2.00338804 -3.36753947 -3.86076444 -4.66855905 -2.67789943] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1253 | Est. returns: -1.993387758731842 | Returns: [-7.27422756 -5.0525971  -2.13063747 -3.0020854  -3.99158783] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1254 | Est. returns: -1.344509333372116 | Returns: [-1.53592605 -0.99986864 -1.52368232 -5.04188938 -4.68943805] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1255 | Est. returns: -1.3159832954406738 | Returns: [-2.74761112 -5.81060323 -4.79765914 -2.36486851 -5.88645739] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1256 | Est. returns: -1.9052328169345856 | Returns: [-5.9769071  -1.18865478 -3.45280604 -4.98866279 -3.49131422] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1257 | Est. returns: -1.8153194189071655 | Returns: [-6.8708688  -2.81625371 -3.62717997 -5.01594734 -4.80776225] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1258 | Est. returns: -2.1712918281555176 | Returns: [-3.91658954 -1.85190406 -5.32497776 -7.19727619 -2.98342425] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1259 | Est. returns: -1.2302623093128204 | Returns: [-2.94544502 -1.34063363 -2.97177826 -2.60094915 -5.21926817] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1260 | Est. returns: -0.8061008155345917 | Returns: [-2.3862482  -2.89616575 -1.59336151 -4.84559498 -2.48355346] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1261 | Est. returns: -2.5883507132530212 | Returns: [-3.77254275 -3.51316764 -2.31146075 -7.97483866 -1.31333482] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1262 | Est. returns: -1.3733345568180084 | Returns: [-1.90942541 -1.63716464 -3.70476345 -4.11590972 -3.74253536] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1263 | Est. returns: -1.628121703863144 | Returns: [-6.40230861 -5.82056014 -1.38893389 -5.30601143 -4.49977694] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1264 | Est. returns: -1.5873501300811768 | Returns: [-0.83883489 -1.57233796 -2.05592616 -3.04744055 -3.17695781] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1265 | Est. returns: -1.4755798280239105 | Returns: [-3.16358592 -1.68936182 -3.63454801 -5.81883114 -1.43340652] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1266 | Est. returns: -2.356971263885498 | Returns: [-5.38486654 -5.66662587 -2.29865034 -4.23355937 -4.9378243 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1267 | Est. returns: -3.4526814818382263 | Returns: [-2.87659691 -2.70860117 -3.6715915  -3.97016773 -0.62784017] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1268 | Est. returns: -2.519655168056488 | Returns: [-4.46678777 -5.56446232 -3.19365367 -6.72540742 -1.41636273] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1269 | Est. returns: -2.1961368322372437 | Returns: [-6.36848519 -4.03301031 -1.66872724 -6.10142957 -1.96449558] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1270 | Est. returns: -1.9649440348148346 | Returns: [-4.99530141 -5.55191405 -1.80202916 -3.2394814  -1.31511782] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1271 | Est. returns: -2.9268316626548767 | Returns: [-4.57244543 -4.45228172 -5.09404764 -5.60617969 -4.45990394] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1272 | Est. returns: -2.8085206747055054 | Returns: [-3.81435105 -2.45907291 -1.10173983 -1.3088252  -5.68603909] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1273 | Est. returns: -1.1824855506420135 | Returns: [-5.49575955 -2.04272012 -2.29787371 -5.90590617 -0.98564707] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1274 | Est. returns: -3.3324971199035645 | Returns: [-2.34592536 -2.3001241  -4.676952   -4.28557293 -4.45875415] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1275 | Est. returns: -2.2404739260673523 | Returns: [-3.24783462 -0.7949401  -3.51365386 -5.93004295 -1.6848628 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1276 | Est. returns: -1.6499111950397491 | Returns: [-3.8261741  -6.41250832 -1.58105588 -5.05560099 -4.8095878 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1277 | Est. returns: -1.5227419435977936 | Returns: [-4.97574943 -2.44631469 -2.33311689 -4.57674476 -0.90344782] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1278 | Est. returns: -2.318681836128235 | Returns: [-3.69609564 -5.05125351 -2.99437142 -4.71044537 -5.89033098] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1279 | Est. returns: -2.9434350728988647 | Returns: [-2.63972429 -4.08014308 -3.67207885 -8.45185888 -2.00298125] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1280 | Est. returns: -1.7342685759067535 | Returns: [-4.7460544  -4.37061872 -1.92271078 -2.70377165 -2.16803418] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1281 | Est. returns: -1.7567627131938934 | Returns: [-1.48963115 -1.6610065  -3.23190127 -5.34503877 -2.53878696] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1282 | Est. returns: -3.284013032913208 | Returns: [-0.82664664 -1.12351032 -5.71262418 -4.27277629 -2.63527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1283 | Est. returns: -1.0130960941314697 | Returns: [-1.52786321 -1.02993844 -4.01045127 -4.48868308 -2.84955731] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1284 | Est. returns: -1.8638360500335693 | Returns: [-6.50315794 -1.50912359 -2.17707212 -3.51105244 -4.46358975] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 1285 | Est. returns: -0.7444576472043991 | Returns: [-2.24744659 -5.37689632 -3.95813066 -6.66977838 -4.6968892 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
