This is an RPBCAC agent
This is an RPBCAC agent
This is an RPBCAC agent
This is an RPBCAC agent
This is a faulty agent
{'n_agents': 5, 'agent_label': ['Cooperative', 'Cooperative', 'Cooperative', 'Cooperative', 'Faulty'], 'n_actions': 5, 'n_states': 2, 'n_episodes': 10000, 'max_ep_len': 20, 'slow_lr': 0.002, 'fast_lr': 0.01, 'gamma': 0.9, 'H': 1, 'eps': 0.05, 'n_ep_fixed': 100, 'n_epochs': 20, 'in_nodes': [[0, 1, 2, 3], [1, 2, 3, 4], [2, 3, 4, 0], [3, 4, 0, 1], [4, 0, 1, 2]], 'randomize_state': True, 'scaling': True, 'resilient_method': 'projection-based', 'summary_dir': './simulation_results/', 'random_seed': 50, 'desired_state': array([[0, 0],
       [3, 5],
       [1, 4],
       [5, 5],
       [5, 2]]), 'initial_state': array([[2, 4],
       [3, 4],
       [3, 2],
       [2, 4],
       [3, 1]])}
| Episode: 0 | Est. returns: 0.5298295021057129 | Returns: [-4.23814184 -5.4446842  -5.25420155 -5.43655112 -2.89117187] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6016 | Est. returns: -2.4992998838424683 | Returns: [-3.90089327 -0.93209031 -1.59876251 -1.07842335 -2.82527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6017 | Est. returns: -1.8186236023902893 | Returns: [-2.87767534 -2.41784669 -1.59783523 -3.51369338 -0.78842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6018 | Est. returns: -2.804109811782837 | Returns: [-1.41441    -1.66057116 -2.52757325 -5.66795357 -1.1637031 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6019 | Est. returns: -2.329367458820343 | Returns: [-0.85953279 -2.16839746 -1.96709999 -2.69125669 -0.59974205] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6020 | Est. returns: -2.227938652038574 | Returns: [-1.511969   -2.20784281 -1.48584669 -2.54427004 -1.31722645] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6021 | Est. returns: -2.5222074389457703 | Returns: [-2.3655409  -1.07114027 -2.763235   -4.95311673 -1.43942335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6022 | Est. returns: -1.390931636095047 | Returns: [ 0.         -0.67276435 -1.64333817 -0.99343281 -0.1       ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6023 | Est. returns: -2.190914273262024 | Returns: [-0.561      -0.96862536 -1.72668682 -2.60309545 -1.43942335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6024 | Est. returns: -1.9087812304496765 | Returns: [-0.95272969 -1.373459   -1.75684669 -3.6600839  -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6025 | Est. returns: -1.8980512917041779 | Returns: [-0.20350852 -0.9778     -1.9583599  -2.26573335 -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6026 | Est. returns: -2.0789020359516144 | Returns: [-1.511969   -0.39719127 -1.38536885 -3.30858254 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6027 | Est. returns: -2.2743698358535767 | Returns: [-3.49610596 -0.91840852 -1.37289769 -5.26733927 -3.50051879] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6028 | Est. returns: -2.2224971652030945 | Returns: [-2.43429056 -2.16431536 -2.06069769 -5.10191112 -2.55095556] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6029 | Est. returns: -2.3679996728897095 | Returns: [-2.09752018 -1.65684669 -1.56443669 -5.29701673 -1.73646745] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6030 | Est. returns: -3.2776766419410706 | Returns: [-1.095169   -2.63527004 -3.3521272  -5.29701673 -3.61369338] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6031 | Est. returns: -1.7194111347198486 | Returns: [ 0.         -1.40804229 -1.70294669 -4.07469338 -2.82259957] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6032 | Est. returns: -2.3141921758651733 | Returns: [-1.9165721  -1.32232335 -2.59171493 -4.06133214 -2.68482824] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6033 | Est. returns: -2.2643039226531982 | Returns: [-0.1        -2.27237004 -2.06660259 -2.81627004 -3.80369338] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6034 | Est. returns: -1.9682098925113678 | Returns: [-2.57343946 -0.72819809 -1.10051057 -2.66351299 -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6035 | Est. returns: -2.7493672370910645 | Returns: [-3.06287235 -1.32435075 -2.20918258 -2.00345669 -1.82573125] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6036 | Est. returns: -2.122646391391754 | Returns: [-0.5339     -0.739559   -2.54650232 -5.82118573 -1.16842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6037 | Est. returns: -2.861297905445099 | Returns: [-1.18766256 -1.81470441 -1.88593475 -4.62601494 -2.63527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6038 | Est. returns: -2.4776111245155334 | Returns: [-1.06051    -1.43942335 -1.89692128 -4.50859338 -0.93314295] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6039 | Est. returns: -2.2371179461479187 | Returns: [-0.9049     -1.33175341 -2.16035054 -1.99901875 -2.04684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6040 | Est. returns: -2.2474841475486755 | Returns: [-0.1        -1.04403335 -2.12630769 -4.75311673 -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6041 | Est. returns: -2.640576958656311 | Returns: [-1.782969   -2.31784669 -1.95541649 -3.19627004 -1.90798235] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6042 | Est. returns: -2.5812054872512817 | Returns: [-2.57847996 -3.37567114 -2.09448121 -1.94211738 -3.23368238] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6043 | Est. returns: -1.8957644999027252 | Returns: [-0.1185302  -0.98613744 -2.2103119  -3.56391023 -1.81165153] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6044 | Est. returns: -2.2001510858535767 | Returns: [-1.31441    -1.07842335 -1.78799971 -1.23232335 -2.7702829 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6045 | Est. returns: -2.0503905415534973 | Returns: [-2.80372217 -1.78332335 -1.42551132 -1.77359235 -2.97125669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6046 | Est. returns: -2.970933496952057 | Returns: [-6.7807826  -3.24039723 -1.27921179 -3.07691569 -3.22258694] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6047 | Est. returns: -1.9517676532268524 | Returns: [-2.35250179 -1.11822454 -1.32294669 -1.78332335 -2.31784669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6048 | Est. returns: -2.18614798784256 | Returns: [-1.2212131  -1.78332335 -1.348017   -4.49211673 -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6049 | Est. returns: -2.4299238324165344 | Returns: [ 0.         -0.21851798 -3.45324395 -1.2605062  -2.83954979] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6050 | Est. returns: -2.520802617073059 | Returns: [-0.4439     -2.25944135 -2.94796587 -3.4063054  -3.05686469] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6051 | Est. returns: -2.131744384765625 | Returns: [-1.97785963 -1.42798235 -2.76230649 -2.15464669 -1.08561462] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6052 | Est. returns: -1.9757051765918732 | Returns: [-1.50292946 -1.78332335 -1.53879942 -2.73527004 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6053 | Est. returns: -2.102845847606659 | Returns: [-0.26002279 -2.72797614 -1.86394669 -1.47199569 -3.34531904] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6054 | Est. returns: -2.2654789686203003 | Returns: [-0.1        -2.56966004 -2.65577473 -0.78842335 -1.69027623] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6055 | Est. returns: -2.4819772243499756 | Returns: [-4.96186583 -2.62551024 -1.74237348 -3.44642209 -3.20300596] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6056 | Est. returns: -2.7040205597877502 | Returns: [-0.568559   -1.584869   -2.62356444 -2.10589569 -2.75194722] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6057 | Est. returns: -2.1628377437591553 | Returns: [-0.271      -3.15772904 -1.21217996 -1.11476435 -2.72079569] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6058 | Est. returns: -2.1339345574378967 | Returns: [-0.271      -2.58137004 -1.92477718 -1.4045555  -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6059 | Est. returns: -1.6638296246528625 | Returns: [-0.29       -0.91840852 -1.22499381 -0.3629     -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6060 | Est. returns: -1.5690076053142548 | Returns: [-1.48808046 -0.29       -1.06326718 -3.67930338 -2.52925669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6061 | Est. returns: -2.6054214239120483 | Returns: [-0.9949     -2.97125669 -1.25224359 -4.34550673 -2.37139235] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6062 | Est. returns: -2.6108198165893555 | Returns: [-0.50951    -2.28987745 -3.20545735 -2.1578162  -1.43942335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6063 | Est. returns: -1.6327281594276428 | Returns: [-0.1        -1.21147007 -1.76584669 -0.29       -0.89901246] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6064 | Est. returns: -3.572799563407898 | Returns: [-5.0849085  -2.49529545 -2.36386376 -4.41934548 -2.64109545] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6065 | Est. returns: -1.7361091375350952 | Returns: [-0.5795302  -1.11329119 -2.05169769 -3.19627004 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6066 | Est. returns: -2.7443551421165466 | Returns: [-1.35147046 -1.42330056 -2.62737213 -0.68842335 -3.24002292] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6067 | Est. returns: -1.8592205047607422 | Returns: [-0.15366161 -0.92340577 -1.52194669 -0.29       -1.16842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6068 | Est. returns: -3.0191178917884827 | Returns: [-1.31441    -1.88320292 -3.24756872 -4.46466238 -1.85684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6069 | Est. returns: -1.3749838471412659 | Returns: [ 0.         -0.40974205 -1.51294669 -3.69469338 -2.11784669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6070 | Est. returns: -2.8516074419021606 | Returns: [-5.08035707 -2.81649268 -3.50830676 -6.28357625 -0.371     ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6071 | Est. returns: -2.3392738699913025 | Returns: [-1.64622156 -3.45866591 -1.7886268  -4.49211673 -1.06051   ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6072 | Est. returns: -1.6958606839179993 | Returns: [-0.371      -2.94415669 -2.13872817 -1.63751275 -1.43365006] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6073 | Est. returns: -1.9608256816864014 | Returns: [-2.36654851 -1.57432335 -1.65684669 -0.68842335 -1.78332335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6074 | Est. returns: -2.1662415862083435 | Returns: [-1.20343279 -1.58584669 -2.68207226 -1.193842   -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6075 | Est. returns: -2.4404813647270203 | Returns: [-0.9049     -0.91772025 -1.28828769 -0.35672025 -2.47028718] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6076 | Est. returns: -3.0960339307785034 | Returns: [-1.6897721  -3.0458842  -2.21351682 -3.01886469 -2.86377861] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6077 | Est. returns: -2.6851606369018555 | Returns: [-1.85112256 -1.23132335 -1.6827039  -4.82810338 -2.60576004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6078 | Est. returns: -1.4962956309318542 | Returns: [ 0.         -2.40784669 -1.48216394 -5.27054007 -2.53527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6079 | Est. returns: -1.9212824702262878 | Returns: [-0.69951    -2.48183059 -1.80378964 -3.51369338 -3.19627004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6080 | Est. returns: -2.3536598682403564 | Returns: [-1.4922131  -1.78332335 -1.58394669 -4.89406773 -1.97394669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6081 | Est. returns: -2.2188461422920227 | Returns: [-0.38600946 -2.61721665 -3.00469833 -0.895169   -0.75323394] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6082 | Est. returns: -2.9346235394477844 | Returns: [-1.44960516 -1.92115304 -2.25455051 -6.48495007 -2.45671104] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6083 | Est. returns: -2.094173341989517 | Returns: [-0.1        -1.65684669 -2.42386619 -2.19283335 -1.16842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6084 | Est. returns: -2.496022939682007 | Returns: [-2.69616388 -1.24942335 -1.69401269 -2.02784669 -3.19627004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6085 | Est. returns: -2.3115482330322266 | Returns: [-0.09       -3.76746373 -1.16481269 -2.78149426 -2.45045662] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6086 | Est. returns: -2.213403284549713 | Returns: [-0.561      -3.20756011 -1.81487933 -0.86033133 -1.78332335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6087 | Est. returns: -2.060648411512375 | Returns: [ 0.         -0.93341798 -1.77584669 -3.34017004 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6088 | Est. returns: -2.4643786549568176 | Returns: [-4.49295149 -1.70988235 -2.09909259 -1.262018   -0.6339    ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6089 | Est. returns: -2.89255028963089 | Returns: [-1.89150907 -2.71356204 -2.0220288  -2.89727004 -3.95003438] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6090 | Est. returns: -1.9293550550937653 | Returns: [-0.43802798 -0.95329455 -1.12452513 -1.5053704  -0.09188615] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6091 | Est. returns: -2.3401851654052734 | Returns: [-0.081      -2.13968925 -1.42902107 -2.80891209 -2.11502645] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6092 | Est. returns: -2.680258274078369 | Returns: [-5.81588811 -3.19301756 -1.96661164 -4.85622406 -2.97740992] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6093 | Est. returns: -3.2547929286956787 | Returns: [-4.06991157 -2.44365115 -1.64333556 -3.09515895 -3.04536406] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6094 | Est. returns: -1.7356935441493988 | Returns: [-0.371      -2.73527004 -1.65684669 -1.16842335 -3.42369338] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6095 | Est. returns: -2.573170304298401 | Returns: [-1.60925208 -0.43016003 -1.91941286 -3.69650211 -3.19627004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6096 | Est. returns: -1.3510361015796661 | Returns: [-0.561      -0.7049     -2.13865446 -1.44206539 -0.9949    ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6097 | Est. returns: -2.4010262489318848 | Returns: [-1.48798989 -2.73781933 -2.29640949 -4.74772673 -2.47237004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6098 | Est. returns: -2.8932096362113953 | Returns: [-2.42897235 -1.97578156 -1.81123233 -3.47329004 -1.84928769] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6099 | Est. returns: -2.4132670760154724 | Returns: [-3.02889366 -0.29       -1.24212709 -5.43552673 -1.81916288] | Average critic loss: [0.03940801 0.02201467 0.0216711  0.0591163  0.        ] | Average TR loss: [0.04483311 0.02280931 0.02442143 0.07606742 0.        ] | Average actor loss: [-0.06667404 -0.01774837  0.00449722  0.00885872 -0.36351401] | Target reached: False 
| Episode: 6100 | Est. returns: -2.39527428150177 | Returns: [-1.59926828 -2.33428718 -2.11900278 -1.38415186 -0.9049    ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6101 | Est. returns: -2.4929229617118835 | Returns: [-0.77241    -2.43673335 -2.98022382 -3.89764238 -0.29      ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6102 | Est. returns: -2.500595808029175 | Returns: [-1.58705787 -1.40693335 -2.15456728 -4.59211673 -0.39      ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6103 | Est. returns: -1.7213505804538727 | Returns: [-0.461      -0.84927623 -1.79779769 -2.66174669 -0.1       ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6104 | Est. returns: -2.1825358271598816 | Returns: [-0.4431441  -1.7774358  -2.64203738 -2.09725758 -2.31195915] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 6105 | Est. returns: -2.148704946041107 | Returns: [-2.66467212 -1.75480536 -1.55377718 -3.25305115 -1.4773139 ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
